full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
Ternyata kita kemarin ke fest yang sama tetapi sayang nggak ketemu soalnya harinya beda Kapan kapan kalau sudah debut jepang boleh lah nih stage bareng Makasih banyak nanti saya send lewat sicepat,Ternyata kita kemarin ke fest yang sama tetapi sayang nggak ketemu soalnya harinya beda Kapan kapan kalau sudah debut jepang boleh lah nih stage bareng Makasih banyak nanti saya send lewat,"it turned out that we went to the same fest yesterday but unfortunately we didn't find it because the day was different when it was a japanese debut, i was able to stage together, thank you a lot later i would pass by",turned went fest yesterday unfortunately find day different japanese debut able stage together thank lot later would pass,"['turned', 'went', 'fest', 'yesterday', 'unfortunately', 'find', 'day', 'different', 'japanese', 'debut', 'able', 'stage', 'together', 'thank', 'lot', 'later', 'would', 'pass']","['turn', 'go', 'fest', 'yesterday', 'unfortunately', 'find', 'day', 'different', 'japanese', 'debut', 'able', 'stage', 'together', 'thank', 'lot', 'later', 'would', 'pas']"
kalau tidak ada jnt ke sicepat ya guys,kalau tidak ada ke ya guys,"if not there, guys",there guys,"['there', 'guys']","['there', 'guy']"
Kakkkk dapett tetapi tidak bisa ke jnt adanyaa spx sm sicepat gimanaa yaaa,Kakkkk dapett tetapi tidak bisa ke adanyaa sm gimanaa yaaa,kakk can get it but can't go to the existence,kakk get cant go existence,"['kakk', 'get', 'cant', 'go', 'existence']","['kakk', 'get', 'cant', 'go', 'existence']"
PLS READ CAREFULLY setelah co klik pesanannya lihat info pengiriman diatas alamat klik UBAH ganti ekspedisi ke jnt jne jangan lupa ini yaa sicepat shopee xpress jauh banget dari saya soalnya,PLS READ CAREFULLY setelah co klik pesanannya lihat info pengiriman diatas alamat klik UBAH ganti ekspedisi ke jangan lupa ini yaa shopee xpress jauh banget dari saya soalnya,"pls read carefully after co click the order, see the shipping info above the address click change the expedition to don't forget this shopee xpress is very far from me because",pls read carefully co click order see shipping info address click change expedition forget shopee xpress far,"['pls', 'read', 'carefully', 'co', 'click', 'order', 'see', 'shipping', 'info', 'address', 'click', 'change', 'expedition', 'forget', 'shopee', 'xpress', 'far']","['pls', 'read', 'carefully', 'co', 'click', 'order', 'see', 'shipping', 'info', 'address', 'click', 'change', 'expedition', 'forget', 'shopee', 'xpress', 'far']"
eh ini tidak ada sama sekali kurir sicepat yang pick up paketku deh,eh ini tidak ada sama sekali kurir yang pick up paketku deh,eh this is not at all the courier who pick up my package,eh courier pick package,"['eh', 'courier', 'pick', 'package']","['eh', 'courier', 'pick', 'package']"
INFO Yang besok co freebies online event jangan lupa ganti pengiriman jadi jnt sicepat ya,INFO Yang besok co freebies online event jangan lupa ganti pengiriman jadi ya,info tomorrow co freebies online event don't forget to change the shipping so yes,info tomorrow co freebies online event forget change shipping yes,"['info', 'tomorrow', 'co', 'freebies', 'online', 'event', 'forget', 'change', 'shipping', 'yes']","['info', 'tomorrow', 'co', 'freebie', 'online', 'event', 'forget', 'change', 'shipping', 'yes']"
Iya kesalahan emg pakai sicepat,Iya kesalahan emg pakai,yes error using,yes error using,"['yes', 'error', 'using']","['yes', 'error', 'use']"
Saya sudah hubungi via WA Tolong di bls,Saya sudah hubungi via WA Tolong di bls,"i have contacted via wa, please on bls",contacted via wa please bls,"['contacted', 'via', 'wa', 'please', 'bls']","['contact', 'via', 'wa', 'please', 'bls']"
Sicepat emang lambat,emang lambat,it's slow,slow,['slow'],['slow']
apa si lu penipu nimbrung saja,apa si lu penipu nimbrung saja,what the fraudsters are just nimbrung,fraudsters nimbrung,"['fraudsters', 'nimbrung']","['fraudsters', 'nimbrung']"
setelah ngubek ngubek ternyata bukan cabang itu saja bang yang kek begitu hampir seluruh indonesia juga ngeluhin pelayanan sicepat yang jadi lambat parah,setelah ngubek ngubek ternyata bukan cabang itu saja bang yang kek begitu hampir seluruh indonesia juga ngeluhin pelayanan yang jadi lambat parah,"after ngubek, it turned out that it wasn't just the branch that was so kek, so almost all of indonesia also complained that the service was slow",ngubek turned branch kek almost indonesia also complained service slow,"['ngubek', 'turned', 'branch', 'kek', 'almost', 'indonesia', 'also', 'complained', 'service', 'slow']","['ngubek', 'turn', 'branch', 'kek', 'almost', 'indonesia', 'also', 'complain', 'service', 'slow']"
Nama doang sicepat hari stuck di gudang kurirnya males ini si,Nama doang hari stuck di gudang kurirnya males ini si,the name is only stuck in this lazy courier warehouse,name stuck lazy courier warehouse,"['name', 'stuck', 'lazy', 'courier', 'warehouse']","['name', 'stuck', 'lazy', 'courier', 'warehouse']"
Paket saya dari tanggal ampe sekarang belum diantar sekalinya ubah ternyata gagal kirim karena bad address Skrg dinyatakan hilang Kurir kalian kenapa tolol sangat sih anjing Cs lu lelet sangat pelayanannya Gak mau tahu barang saya kudu balik,Paket saya dari tanggal ampe sekarang belum diantar sekalinya ubah ternyata gagal kirim karena bad address Skrg dinyatakan hilang Kurir kalian kenapa tolol sangat sih anjing Cs lu lelet sangat pelayanannya Gak mau tahu barang saya kudu balik,my package from the date has not been delivered once changed it turns out that it failed to send because the bad address is now declared missing your courier why stupid is so stupid cs.,package date delivered changed turns failed send bad address declared missing courier stupid stupid cs,"['package', 'date', 'delivered', 'changed', 'turns', 'failed', 'send', 'bad', 'address', 'declared', 'missing', 'courier', 'stupid', 'stupid', 'cs']","['package', 'date', 'deliver', 'change', 'turn', 'fail', 'send', 'bad', 'address', 'declare', 'miss', 'courier', 'stupid', 'stupid', 'c']"
Sicepat tolol,tolol,stupid,stupid,['stupid'],['stupid']
No pict hoax btw paketin lewat sicepat kak biar cepet nyampe kado dan kuenya,No pict hoax btw paketin lewat kak biar cepet nyampe kado dan kuenya,"no pict hoax btw package through sis, so quickly arrived at the gift and cake",pict hoax btw package sis quickly arrived gift cake,"['pict', 'hoax', 'btw', 'package', 'sis', 'quickly', 'arrived', 'gift', 'cake']","['pict', 'hoax', 'btw', 'package', 'si', 'quickly', 'arrive', 'gift', 'cake']"
Bukti Paket Yang Sudah Sampai Pengiriman Via NINJA Jasa pengiriman via JNE JampT SICEPAT DLL Pembayaran via transfer Kami tidak melayani COD Cek Bukti Nomor Resi amp Paket Yang Sudah Sampai Daftar Menu,Bukti Paket Yang Sudah Sampai Pengiriman Via NINJA Jasa pengiriman via JampT DLL Pembayaran via transfer Kami tidak melayani COD Cek Bukti Nomor Resi amp Paket Yang Sudah Sampai Daftar Menu,proof of package that has arrived in shipping via ninja shipping service via jampt etc. payment via transfer we do not serve cod check proof of receipt number amp package that has reached the menu list,proof package arrived shipping via ninja shipping service via jampt etc payment via transfer serve cod check proof receipt number amp package reached menu list,"['proof', 'package', 'arrived', 'shipping', 'via', 'ninja', 'shipping', 'service', 'via', 'jampt', 'etc', 'payment', 'via', 'transfer', 'serve', 'cod', 'check', 'proof', 'receipt', 'number', 'amp', 'package', 'reached', 'menu', 'list']","['proof', 'package', 'arrive', 'shipping', 'via', 'ninja', 'shipping', 'service', 'via', 'jampt', 'etc', 'payment', 'via', 'transfer', 'serve', 'cod', 'check', 'proof', 'receipt', 'number', 'amp', 'package', 'reach', 'menu', 'list']"
Mohon maaf juga spt screenshoot diatas Anda menolak bertanggung jawab,Mohon maaf juga spt screenshoot diatas Anda menolak bertanggung jawab,sorry also like the screenshot above you refuse to be responsible,sorry also like screenshot refuse responsible,"['sorry', 'also', 'like', 'screenshot', 'refuse', 'responsible']","['sorry', 'also', 'like', 'screenshot', 'refuse', 'responsible']"
Kamu tambahin jasa pengiriman nder jadi jnt jne spx sicepat,Kamu tambahin jasa pengiriman nder jadi,you added nder's delivery services so,added nders delivery services,"['added', 'nders', 'delivery', 'services']","['add', 'nders', 'delivery', 'service']"
Kak ini km kena volume ya Kalau kena volume dipotong sm shopeenya kalau tidak salah ada beberapa ekspedisi yang tidak akan kena volume SPX sama Sicepat sisanya lebih dari    cm kena volume,Kak ini km kena volume ya Kalau kena volume dipotong sm shopeenya kalau tidak salah ada beberapa ekspedisi yang tidak akan kena volume sama sisanya lebih dari cm kena volume,"sis, this is the volume, if you have the volume, the sm shope is cut if i'm not mistaken, there are some expeditions that will not be hit by the same volume more than cm hit by the volume",sis volume volume sm shope cut im mistaken expeditions hit volume cm hit volume,"['sis', 'volume', 'volume', 'sm', 'shope', 'cut', 'im', 'mistaken', 'expeditions', 'hit', 'volume', 'cm', 'hit', 'volume']","['si', 'volume', 'volume', 'sm', 'shope', 'cut', 'im', 'mistaken', 'expedition', 'hit', 'volume', 'cm', 'hit', 'volume']"
HEHHH KALO GA MAU NGIRIMIN BARANG TU BILANG UDAH GA NELPON WA DULU EH DITITIPIN ORANG TAPI DITULIS DITERIMA ANGGOTA KELUARGA MAKSUD LO APA DI RUMAH ADA ORTU GUE GA PERGI KEMANA MEREKA NUNGGUIN SEHARIAN TAU GUE GA TAU RUMAH SIAPA ANJIR YG ADA DI FOTO,HEHHH KALO GA MAU NGIRIMIN BARANG TU BILANG UDAH GA NELPON WA DULU EH DITITIPIN ORANG TAPI DITULIS DITERIMA ANGGOTA KELUARGA MAKSUD LO APA DI RUMAH ADA ORTU GUE GA PERGI KEMANA MEREKA NUNGGUIN SEHARIAN TAU GUE GA TAU RUMAH SIAPA ANJIR YG ADA DI FOTO,"hehh if you don't want to send the item, i don't say that i don't call first, eh, but it is written by the family, but it is written that you mean that at home there is a parent, i don't go where they are waiting for all day to know i don't know who is the house who is in the photo",hehh want send item say call first eh written family written mean home parent go waiting day know know house photo,"['hehh', 'want', 'send', 'item', 'say', 'call', 'first', 'eh', 'written', 'family', 'written', 'mean', 'home', 'parent', 'go', 'waiting', 'day', 'know', 'know', 'house', 'photo']","['hehh', 'want', 'send', 'item', 'say', 'call', 'first', 'eh', 'write', 'family', 'write', 'mean', 'home', 'parent', 'go', 'wait', 'day', 'know', 'know', 'house', 'photo']"
Apaan tolol saya lagi emosi,Apaan tolol saya lagi emosi,what's stupid i'm emotional,whats stupid im emotional,"['whats', 'stupid', 'im', 'emotional']","['whats', 'stupid', 'im', 'emotional']"
halo admin kenapa barang saya tidak di pickup sudah hari ya,halo admin kenapa barang saya tidak di pickup sudah hari ya,hello admin why my item wasn't picked up already,hello admin item picked already,"['hello', 'admin', 'item', 'picked', 'already']","['hello', 'admin', 'item', 'picked', 'already']"
ini pusat nya tidak ada yang nindak apa cabang kaya gtu,ini pusat nya tidak ada yang nindak apa cabang kaya gtu,this is not the center of nothing,center nothing,"['center', 'nothing']","['center', 'nothing']"
Yang bals robot Nanya alamat pindah kmana suruh cek website Aku cek websitenya masih di   baribis pdahal tutup sudah pindah Entah pindah kmana Dah lah,Yang bals robot Nanya alamat pindah kmana suruh cek website Aku cek websitenya masih di baribis pdahal tutup sudah pindah Entah pindah kmana Dah lah,"the one who replied the robot asked the address to move where to check the website, i checked the website, still in baribis, it was closed, i had moved to move",one replied robot asked address move check website checked website still baribis closed moved move,"['one', 'replied', 'robot', 'asked', 'address', 'move', 'check', 'website', 'checked', 'website', 'still', 'baribis', 'closed', 'moved', 'move']","['one', 'reply', 'robot', 'ask', 'address', 'move', 'check', 'website', 'checked', 'website', 'still', 'baribis', 'close', 'move', 'move']"
Dikirim dihari yang sama hanya sicepat amp JNE dan JNT spx hari packing fee start k tax GO flat k boleh nimbun max bulan wajib lunas tax Tementemen yang masih ada jajanan tetapi kena kicker atau belum dapat pelunasan bisa DM max May ya,Dikirim dihari yang sama hanya amp dan hari packing fee start k tax GO flat k boleh nimbun max bulan wajib lunas tax Tementemen yang masih ada jajanan tetapi kena kicker atau belum dapat pelunasan bisa DM max May ya,sent on the same day only amp and packing fee start k tax go flat k may not be a month must be paid off tax that still has snacks but hit by kicker or unable to pay off can be dm max may yes,sent day amp packing fee start k tax go flat k may month must paid tax still snacks hit kicker unable pay dm max may yes,"['sent', 'day', 'amp', 'packing', 'fee', 'start', 'k', 'tax', 'go', 'flat', 'k', 'may', 'month', 'must', 'paid', 'tax', 'still', 'snacks', 'hit', 'kicker', 'unable', 'pay', 'dm', 'max', 'may', 'yes']","['sent', 'day', 'amp', 'pack', 'fee', 'start', 'k', 'tax', 'go', 'flat', 'k', 'may', 'month', 'must', 'paid', 'tax', 'still', 'snack', 'hit', 'kicker', 'unable', 'pay', 'dm', 'max', 'may', 'yes']"
Ati nih gais Mengatasnamakan,Ati nih gais Mengatasnamakan,ati this gais on behalf of,ati gais behalf,"['ati', 'gais', 'behalf']","['ati', 'gais', 'behalf']"
Sicepat gini ya,gini ya,this,,[],[]
Sicepat regulerhalu Sicepat via kurir recomendasi,regulerhalu via kurir recomendasi,regular halu via courier recommendations,regular halu via courier recommendations,"['regular', 'halu', 'via', 'courier', 'recommendations']","['regular', 'halu', 'via', 'courier', 'recommendation']"
ditempatku jampt sama sicepat bisa menulis saja kalau spx harus print resi,ditempatku jampt sama bisa menulis saja kalau harus print resi,in my place jampt the same can write if you have to print the receipt,place jampt write print receipt,"['place', 'jampt', 'write', 'print', 'receipt']","['place', 'jampt', 'write', 'print', 'receipt']"
ini kurirnya tidak ada yang dateng ngepick up Dicoba drop off juga gabisa karena pilihnya pick up,ini kurirnya tidak ada yang dateng ngepick up Dicoba drop off juga gabisa karena pilihnya pick up,this courier is not none of the ngekick up trying to drop off too because it chooses pick up,courier none ngekick trying drop chooses pick,"['courier', 'none', 'ngekick', 'trying', 'drop', 'chooses', 'pick']","['courier', 'none', 'ngekick', 'try', 'drop', 'chooses', 'pick']"
