full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,stemmed_data,text_stemmed,pos,neg,neu,label
pernah kaya ginii pernah mau kirim HP lwat jnt JNE sicepat ditolak semuaa akhirnya dilapisin baju pakai kardus ngomong kalau itu isinya baju jadi bisaa si emang agak ketir ketir tetapi alhamdulillah nyampe dengan selamat,pernah kaya ginii pernah mau kirim HP lwat ditolak semuaa akhirnya dilapisin baju pakai kardus ngomong kalau itu isinya baju jadi bisaa si emang agak ketir ketir tetapi alhamdulillah nyampe dengan selamat,"never been like this ever wanted to send a cellphone, all of them finally covered with clothes wearing cardboard talking if it was the shirt so it could",never like ever wanted send cellphone finally covered clothes wearing cardboard talking shirt could,"['never', 'like', 'ever', 'wanted', 'send', 'cellphone', 'finally', 'covered', 'clothes', 'wearing', 'cardboard', 'talking', 'shirt', 'could']","['never', 'like', 'ever', 'want', 'send', 'cellphon', 'final', 'cover', 'cloth', 'wear', 'cardboard', 'talk', 'shirt', 'could']",never like ever want send cellphon final cover cloth wear cardboard talk shirt could,0.0,0.217,0.783,negative
NAMA DOANG SICEPAT PENGIRIMAN LAMBAT BGTTTTTT UDAH MAU SEMINGGU ANJ,NAMA DOANG PENGIRIMAN LAMBAT BGTTTTTT UDAH MAU SEMINGGU ANJ,"the name is just a slow delivery, i want to have a week anj",name slow delivery want week anj,"['name', 'slow', 'delivery', 'want', 'week', 'anj']","['name', 'slow', 'deliveri', 'want', 'week', 'anj']",name slow deliveri want week anj,0.191,0.221,0.588,negative
sebenernya saya juga sudah pernah kejadian seperti gini tetapi tidak separah ini ini juga jarangjarang saya kirim paket makanya belum kenal sama kurirnya,sebenernya saya juga sudah pernah kejadian seperti gini tetapi tidak separah ini ini juga jarangjarang saya kirim paket makanya belum kenal sama kurirnya,"actually i have also happened like this but not this bad this is also rare, i send a package so i don't know the courier",actually also happened like bad also rare send package know courier,"['actually', 'also', 'happened', 'like', 'bad', 'also', 'rare', 'send', 'package', 'know', 'courier']","['actual', 'also', 'happen', 'like', 'bad', 'also', 'rare', 'send', 'packag', 'know', 'courier']",actual also happen like bad also rare send packag know courier,0.167,0.233,0.6,negative
konter drop off paket sicepat daerah tangsel dimana ya,konter drop off paket daerah tangsel dimana ya,drop off the south tangerang area package,drop south tangerang area package,"['drop', 'south', 'tangerang', 'area', 'package']","['drop', 'south', 'tangerang', 'area', 'packag']",drop south tangerang area packag,0.0,0.344,0.656,negative
sumpah ya sicepat paket saya manaaaaa,sumpah ya paket saya manaaaaa,"i swear, where's my package",swear wheres package,"['swear', 'wheres', 'package']","['swear', 'where', 'packag']",swear where packag,0.0,0.375,0.625,negative
Sicepat emang jelek ya Paket sudah hari belum datang pas resi dilacak kok belum ada pergerakan Padahal cuma dari Semarang ke Wonogiri dan paket tersebut urgent Mana ongkir k kirain ongkir mahal paketnya cepet sampai tahu begitu ambil yang Cargo ongkir cuma k,emang jelek ya Paket sudah hari belum datang pas resi dilacak kok belum ada pergerakan Padahal cuma dari Semarang ke Wonogiri dan paket tersebut urgent Mana ongkir k kirain ongkir mahal paketnya cepet sampai tahu begitu ambil yang Cargo ongkir cuma k,"it is bad, the package hasn't arrived when the receipt is tracked, how come there is no movement, even though it is only from semarang to wonogiri and the package is urgent where the shipping is expensive, the package is fast until you know as soon as you take the cargo ong.",bad package arrived receipt tracked come movement even though semarang wonogiri package urgent shipping expensive package fast know soon take cargo ong,"['bad', 'package', 'arrived', 'receipt', 'tracked', 'come', 'movement', 'even', 'though', 'semarang', 'wonogiri', 'package', 'urgent', 'shipping', 'expensive', 'package', 'fast', 'know', 'soon', 'take', 'cargo', 'ong']","['bad', 'packag', 'arriv', 'receipt', 'track', 'come', 'movement', 'even', 'though', 'semarang', 'wonogiri', 'packag', 'urgent', 'ship', 'expens', 'packag', 'fast', 'know', 'soon', 'take', 'cargo', 'ong']",bad packag arriv receipt track come movement even though semarang wonogiri packag urgent ship expens packag fast know soon take cargo ong,0.128,0.136,0.736,negative
Gak scammer masuk neraka saja,Gak scammer masuk neraka saja,no scammer just go to hell,scammer go hell,"['scammer', 'go', 'hell']","['scammer', 'go', 'hell']",scammer go hell,0.0,0.697,0.303,negative
akhirnya pasti paket dinyatakan hilang,akhirnya pasti paket dinyatakan hilang,finally the package is declared missing,finally package declared missing,"['finally', 'package', 'declared', 'missing']","['final', 'packag', 'declar', 'miss']",final packag declar miss,0.0,0.348,0.652,negative
rt dan likes Hi im opening aftersale and preorders for post CF who didn t manage to grab my stuff limited slots tho cuz im tired as shit and i might close earlier than expected p may sicepat anteraja paxel,rt dan likes Hi im opening aftersale and preorders for post CF who didn t manage to grab my stuff limited slots tho cuz im tired as shit and i might close earlier than expected p may paxel,rt and likes hi im opening after and preorders for post cf who did not manage my stuff limited slots tho cuz im tired as shit and i might close earlier than expected p may paxel,rt likes hi im opening preorders post cf manage stuff limited slots tho cuz im tired shit might close earlier expected p may paxel,"['rt', 'likes', 'hi', 'im', 'opening', 'preorders', 'post', 'cf', 'manage', 'stuff', 'limited', 'slots', 'tho', 'cuz', 'im', 'tired', 'shit', 'might', 'close', 'earlier', 'expected', 'p', 'may', 'paxel']","['rt', 'like', 'hi', 'im', 'open', 'preorder', 'post', 'cf', 'manag', 'stuff', 'limit', 'slot', 'tho', 'cuz', 'im', 'tire', 'shit', 'might', 'close', 'earlier', 'expect', 'p', 'may', 'paxel']",rt like hi im open preorder post cf manag stuff limit slot tho cuz im tire shit might close earlier expect p may paxel,0.089,0.128,0.783,negative
Ini komplainnya banyak sangat kah admin Whatsappnya slow respons banget,Ini komplainnya banyak sangat kah admin Whatsappnya slow respons banget,"this complaint is very much, the admin of whatsapp is very slow response",complaint much admin whatsapp slow response,"['complaint', 'much', 'admin', 'whatsapp', 'slow', 'response']","['complaint', 'much', 'admin', 'whatsapp', 'slow', 'respons']",complaint much admin whatsapp slow respons,0.0,0.481,0.519,negative
EH SICEPAT INI GIMANA DAH INI PAKET COD WOI kalau ke retur bagaimana Ya Allah gw jualan buat bayar tagihan mlh kaga bisa,EH INI GIMANA DAH INI PAKET COD WOI kalau ke retur bagaimana Ya Allah gw jualan buat bayar tagihan mlh kaga bisa,"eh this is this, this is a cod woi package if you go to return, how do i sell it to pay for a mlh bill, you can",eh this cod woi package go return sell pay mlh bill,"['eh', 'this', 'cod', 'woi', 'package', 'go', 'return', 'sell', 'pay', 'mlh', 'bill']","['eh', 'thi', 'cod', 'woi', 'packag', 'go', 'return', 'sell', 'pay', 'mlh', 'bill']",eh thi cod woi packag go return sell pay mlh bill,0.0,0.123,0.877,negative
hii guys freebiesnya saya drop link disini Bisa dibuka jam yaa tolong dibaca dulu rulesnya ekspedisi ubah ke sicepatantarajajnt express jangan lupa tulis usn sangat di notes wajib GOODLUCK ALL,hii guys freebiesnya saya drop link disini Bisa dibuka jam yaa tolong dibaca dulu rulesnya ekspedisi ubah ke sicepatantarajajnt express jangan lupa tulis usn sangat di notes wajib GOODLUCK ALL,"hii guys freebies, i drop the link here, you can open the clock, please read the rules, change the expedition to sicepatantarajnt express, don't forget to write usn very much in the notes, it must be goodluck all",hii guys freebies drop link here open clock please read rules change expedition sicepatantarajnt express forget write usn much notes must goodluck,"['hii', 'guys', 'freebies', 'drop', 'link', 'here', 'open', 'clock', 'please', 'read', 'rules', 'change', 'expedition', 'sicepatantarajnt', 'express', 'forget', 'write', 'usn', 'much', 'notes', 'must', 'goodluck']","['hii', 'guy', 'freebi', 'drop', 'link', 'here', 'open', 'clock', 'pleas', 'read', 'rule', 'chang', 'expedit', 'sicepatantarajnt', 'express', 'forget', 'write', 'usn', 'much', 'note', 'must', 'goodluck']",hii guy freebi drop link here open clock pleas read rule chang expedit sicepatantarajnt express forget write usn much note must goodluck,0.0,0.167,0.833,negative
maaf ya admin temen saya emg ada riwayat darah tinggi dan kena rusuh syndrome,maaf ya admin temen saya emg ada riwayat darah tinggi dan kena rusuh syndrome,"sorry, my friend admin has a history of high blood pressure and hit by riot syndrome",sorry friend admin history high blood pressure hit riot syndrome,"['sorry', 'friend', 'admin', 'history', 'high', 'blood', 'pressure', 'hit', 'riot', 'syndrome']","['sorri', 'friend', 'admin', 'histori', 'high', 'blood', 'pressur', 'hit', 'riot', 'syndrom']",sorri friend admin histori high blood pressur hit riot syndrom,0.216,0.243,0.541,negative
Kantor mu di sleman itu ratingnya jelek kok bisa tidak evaluasi Sistem mu tidak jelas,Kantor mu di sleman itu ratingnya jelek kok bisa tidak evaluasi Sistem mu tidak jelas,"your office in sleman is a bad rating, how come you can't evaluate your system unclear",office sleman bad rating come cant evaluate system unclear,"['office', 'sleman', 'bad', 'rating', 'come', 'cant', 'evaluate', 'system', 'unclear']","['offic', 'sleman', 'bad', 'rate', 'come', 'cant', 'evalu', 'system', 'unclear']",offic sleman bad rate come cant evalu system unclear,0.142,0.286,0.572,negative
Cari yang Sekota bnyk kasus hilang hp baru co di Tokped jangan pilih espekdisi JNE Sicepat Ninja usahaiin pakai Pos indonesia ato lion parcel,Cari yang Sekota bnyk kasus hilang hp baru co di Tokped jangan pilih espekdisi Ninja usahaiin pakai indonesia ato lion parcel,look for the city of many cases missing the new cell phone co on the tokped don't choose the ninja employee empire using indonesia or lion parcel,look city many cases missing new cell phone co tokped choose ninja employee empire using indonesia lion parcel,"['look', 'city', 'many', 'cases', 'missing', 'new', 'cell', 'phone', 'co', 'tokped', 'choose', 'ninja', 'employee', 'empire', 'using', 'indonesia', 'lion', 'parcel']","['look', 'citi', 'mani', 'case', 'miss', 'new', 'cell', 'phone', 'co', 'tokp', 'choos', 'ninja', 'employe', 'empir', 'use', 'indonesia', 'lion', 'parcel']",look citi mani case miss new cell phone co tokp choos ninja employe empir use indonesia lion parcel,0.0,0.086,0.914,negative
Penipuan itu hati hati cek lagi yang bales bukan centang biru dan usernamenya beda,Penipuan itu hati hati cek lagi yang bales bukan centang biru dan usernamenya beda,fraud is careful about checking again that is not a blue check and the username is different,fraud careful checking blue check username different,"['fraud', 'careful', 'checking', 'blue', 'check', 'username', 'different']","['fraud', 'care', 'check', 'blue', 'check', 'usernam', 'differ']",fraud care check blue check usernam differ,0.267,0.317,0.417,negative
JNE LEMOT BANGET SUMPAH padahal jnt spx sicepat tuh siang sudah sampe cuy ini lo ketiduran apa bagaimana sih kurirnya huf kesel bangeeeetttt tt,LEMOT BANGET SUMPAH padahal tuh siang sudah sampe cuy ini lo ketiduran apa bagaimana sih kurirnya huf kesel bangeeeetttt tt,very slow i swear even though in the afternoon you arrived at this time you fell asleep what the hell is the courier huf upset,slow swear even though afternoon arrived time fell asleep hell courier huf upset,"['slow', 'swear', 'even', 'though', 'afternoon', 'arrived', 'time', 'fell', 'asleep', 'hell', 'courier', 'huf', 'upset']","['slow', 'swear', 'even', 'though', 'afternoon', 'arriv', 'time', 'fell', 'asleep', 'hell', 'courier', 'huf', 'upset']",slow swear even though afternoon arriv time fell asleep hell courier huf upset,0.0,0.524,0.476,negative
Yang terima paket COD sudah bayar ke kurir sejak hari selasa tanggal may tetapi status stuck tidak update jadi pembeli tidak bisa selesaikan pesanan Duitnya diambil kurir kah,Yang terima paket COD sudah bayar ke kurir sejak hari selasa tanggal may tetapi status stuck tidak update jadi pembeli tidak bisa selesaikan pesanan Duitnya diambil kurir kah,who received the cod package have paid to the courier since tuesday may but the status stuck did not update so the buyer could not finish the money order taken by the courier,received cod package paid courier since tuesday may status stuck update buyer could finish money order taken courier,"['received', 'cod', 'package', 'paid', 'courier', 'since', 'tuesday', 'may', 'status', 'stuck', 'update', 'buyer', 'could', 'finish', 'money', 'order', 'taken', 'courier']","['receiv', 'cod', 'packag', 'paid', 'courier', 'sinc', 'tuesday', 'may', 'statu', 'stuck', 'updat', 'buyer', 'could', 'finish', 'money', 'order', 'taken', 'courier']",receiv cod packag paid courier sinc tuesday may statu stuck updat buyer could finish money order taken courier,0.0,0.105,0.895,negative
sama kak paketku dari kemarin juga masih stuck disitu,sama kak paketku dari kemarin juga masih stuck disitu,with my package from yesterday i was still stuck there too,package yesterday still stuck,"['package', 'yesterday', 'still', 'stuck']","['packag', 'yesterday', 'still', 'stuck']",packag yesterday still stuck,0.0,0.4,0.6,negative
